"cust","prod","day","month","year","state","quant","date","credit"
"Chae","Grapes",9,2,2016,"NY",731,"2016-02-09",True
"Emily","Butter",23,1,2018,"NY",948,"2018-01-23",True
"Chae","Fish",18,6,2016,"NY",965,"2016-06-18",True
"Dan","Ham",22,2,2020,"PA",123,"2020-02-22",True
"Mia","Grapes",10,12,2019,"NY",450,"2019-12-10",False
"Chae","Butter",2,1,2020,"NY",571,"2020-01-02",False
"Wally","Dates",4,7,2017,"CT",623,"2017-07-04",True
"Sam","Apple",6,3,2018,"CT",4,"2018-03-06",False
"Emily","Dates",8,5,2020,"NJ",390,"2020-05-08",False
"Sam","Jelly",11,5,2018,"CT",229,"2018-05-11",True
"Boo","Eggs",2,3,2018,"NJ",137,"2018-03-02",False
"Sam","Butter",12,1,2017,"CT",673,"2017-01-12",True
"Claire","Butter",2,2,2017,"NJ",483,"2017-02-02",False
"Helen","Grapes",23,2,2018,"NY",541,"2018-02-23",True
"Boo","Butter",4,8,2018,"PA",82,"2018-08-04",False
"Chae","Butter",23,8,2016,"NJ",162,"2016-08-23",True
"Helen","Eggs",1,9,2017,"NY",276,"2017-09-01",True
"Boo","Fish",13,10,2017,"PA",989,"2017-10-13",False
"Mia","Fish",23,3,2017,"PA",509,"2017-03-23",False
"Dan","Cherry",2,5,2018,"NJ",4,"2018-05-02",False
"Dan","Dates",30,5,2020,"CT",602,"2020-05-30",False
"Sam","Jelly",10,3,2018,"NY",784,"2018-03-10",False
"Dan","Jelly",1,7,2016,"NJ",699,"2016-07-01",True
"Dan","Butter",6,5,2017,"NJ",465,"2017-05-06",True
"Helen","Eggs",6,10,2019,"NJ",39,"2019-10-06",False
"Claire","Ice",1,8,2018,"NY",372,"2018-08-01",False
"Claire","Cherry",22,5,2018,"PA",975,"2018-05-22",True
"Boo","Eggs",16,5,2016,"PA",971,"2016-05-16",False
"Chae","Ice",24,8,2020,"NJ",240,"2020-08-24",False
"Wally","Ice",14,6,2020,"PA",637,"2020-06-14",False
"Emily","Grapes",20,12,2020,"CT",403,"2020-12-20",True
"Emily","Ice",27,2,2020,"NJ",525,"2020-02-27",False
"Dan","Eggs",10,12,2016,"PA",801,"2016-12-10",True
"Chae","Jelly",22,9,2019,"CT",420,"2019-09-22",False
"Helen","Dates",15,6,2018,"NJ",620,"2018-06-15",False
"Claire","Fish",20,3,2020,"NY",123,"2020-03-20",False
"Helen","Eggs",30,7,2019,"NY",159,"2019-07-30",True
"Mia","Ice",16,8,2016,"PA",142,"2016-08-16",False
"Sam","Apple",12,8,2019,"NJ",377,"2019-08-12",False
"Claire","Butter",14,4,2020,"NY",152,"2020-04-14",False
"Boo","Dates",3,8,2017,"CT",961,"2017-08-03",True
"Boo","Fish",1,8,2019,"CT",984,"2019-08-01",True
"Chae","Ham",7,6,2017,"CT",729,"2017-06-07",False
"Emily","Apple",3,10,2019,"NJ",714,"2019-10-03",False
"Chae","Ham",11,5,2018,"PA",810,"2018-05-11",True
"Emily","Jelly",16,12,2020,"PA",125,"2020-12-16",True
"Helen","Eggs",30,9,2018,"NJ",754,"2018-09-30",True
"Helen","Eggs",25,7,2020,"NY",690,"2020-07-25",True
"Chae","Butter",28,10,2019,"CT",803,"2019-10-28",True
"Boo","Ice",2,6,2019,"CT",211,"2019-06-02",False
"Wally","Butter",9,3,2016,"PA",483,"2016-03-09",True
"Dan","Grapes",15,8,2018,"NJ",434,"2018-08-15",True
"Sam","Dates",18,9,2016,"NJ",595,"2016-09-18",True
"Wally","Dates",29,5,2017,"PA",564,"2017-05-29",True
"Claire","Ham",29,10,2019,"PA",651,"2019-10-29",True
"Wally","Apple",12,6,2016,"NY",408,"2016-06-12",True
"Wally","Apple",17,8,2016,"CT",531,"2016-08-17",True
"Mia","Apple",6,7,2020,"PA",170,"2020-07-06",False
"Mia","Eggs",18,11,2020,"NY",976,"2020-11-18",False
"Wally","Apple",11,7,2016,"PA",673,"2016-07-11",True
"Boo","Ham",13,11,2019,"NY",392,"2019-11-13",False
"Helen","Eggs",8,5,2019,"NY",118,"2019-05-08",False
"Mia","Jelly",3,4,2018,"NY",629,"2018-04-03",False
"Emily","Fish",25,8,2018,"PA",581,"2018-08-25",False
"Helen","Cherry",2,7,2016,"NJ",929,"2016-07-02",True
"Helen","Cherry",9,4,2017,"NJ",356,"2017-04-09",False
"Emily","Eggs",22,4,2017,"PA",416,"2017-04-22",False
"Helen","Ham",3,9,2019,"PA",922,"2019-09-03",True
"Emily","Ham",12,2,2017,"PA",153,"2017-02-12",True
"Mia","Butter",13,4,2018,"CT",384,"2018-04-13",True
"Sam","Dates",3,11,2020,"PA",611,"2020-11-03",False
"Wally","Ham",19,12,2019,"NJ",714,"2019-12-19",False
"Helen","Jelly",23,2,2020,"CT",456,"2020-02-23",False
"Claire","Fish",18,1,2016,"NJ",639,"2016-01-18",False
"Boo","Grapes",1,7,2017,"CT",446,"2017-07-01",False
"Boo","Apple",28,9,2020,"NY",544,"2020-09-28",False
"Claire","Jelly",25,1,2020,"PA",184,"2020-01-25",True
"Wally","Butter",22,3,2020,"NJ",812,"2020-03-22",True
"Sam","Jelly",17,4,2020,"NY",692,"2020-04-17",True
"Mia","Grapes",17,12,2018,"NJ",271,"2018-12-17",True
"Sam","Jelly",9,10,2017,"NJ",113,"2017-10-09",False
"Chae","Ice",3,7,2017,"PA",226,"2017-07-03",False
"Wally","Grapes",19,12,2016,"NY",935,"2016-12-19",False
"Sam","Dates",8,2,2019,"PA",152,"2019-02-08",False
"Wally","Grapes",17,5,2019,"PA",576,"2019-05-17",True
"Chae","Cherry",15,2,2020,"NY",517,"2020-02-15",True
"Dan","Butter",5,11,2018,"PA",564,"2018-11-05",True
"Emily","Fish",14,8,2018,"NJ",890,"2018-08-14",True
"Sam","Apple",15,5,2016,"NJ",396,"2016-05-15",False
"Dan","Cherry",9,6,2018,"CT",578,"2018-06-09",False
"Emily","Apple",15,8,2019,"CT",99,"2019-08-15",True
"Emily","Jelly",28,12,2020,"CT",411,"2020-12-28",True
"Dan","Fish",19,2,2020,"NJ",278,"2020-02-19",False
"Wally","Eggs",22,4,2019,"NJ",525,"2019-04-22",False
"Emily","Cherry",30,7,2019,"PA",17,"2019-07-30",False
"Wally","Ice",27,3,2020,"NY",893,"2020-03-27",True
"Mia","Jelly",27,5,2019,"PA",875,"2019-05-27",True
"Boo","Grapes",3,10,2017,"PA",606,"2017-10-03",True
"Wally","Fish",30,4,2018,"CT",455,"2018-04-30",True
"Mia","Cherry",6,9,2020,"NY",355,"2020-09-06",False
"Mia","Fish",20,1,2020,"CT",768,"2020-01-20",False
"Boo","Fish",9,4,2018,"NJ",188,"2018-04-09",False
"Chae","Dates",23,12,2016,"NJ",837,"2016-12-23",True
"Mia","Jelly",30,9,2016,"NJ",646,"2016-09-30",True
"Mia","Butter",22,12,2017,"NY",695,"2017-12-22",True
"Dan","Butter",13,8,2016,"CT",234,"2016-08-13",True
"Boo","Ice",24,5,2018,"NJ",55,"2018-05-24",False
"Helen","Grapes",9,12,2020,"PA",298,"2020-12-09",True
"Mia","Dates",24,7,2018,"NY",509,"2018-07-24",True
"Claire","Butter",21,4,2016,"PA",413,"2016-04-21",True
"Sam","Fish",1,11,2016,"NJ",406,"2016-11-01",False
"Chae","Jelly",13,9,2018,"NY",122,"2018-09-13",False
"Boo","Cherry",8,12,2019,"NY",579,"2019-12-08",True
"Wally","Eggs",16,1,2018,"NJ",661,"2018-01-16",True
"Sam","Dates",14,1,2019,"NY",361,"2019-01-14",True
"Wally","Ice",4,8,2018,"PA",708,"2018-08-04",True
"Helen","Ham",18,8,2019,"NJ",478,"2019-08-18",True
"Chae","Ice",26,4,2017,"NY",912,"2017-04-26",True
"Mia","Dates",21,3,2019,"CT",278,"2019-03-21",False
"Helen","Ice",22,2,2020,"CT",425,"2020-02-22",False
"Wally","Apple",12,7,2020,"PA",904,"2020-07-12",True
"Chae","Butter",9,7,2017,"NY",699,"2017-07-09",True
"Wally","Apple",20,3,2016,"PA",959,"2016-03-20",True
"Dan","Dates",10,7,2018,"NY",872,"2018-07-10",True
"Wally","Ham",9,5,2019,"NY",653,"2019-05-09",False
"Dan","Apple",11,11,2020,"PA",519,"2020-11-11",False
"Emily","Grapes",9,8,2018,"NY",464,"2018-08-09",True
"Chae","Apple",2,8,2019,"NJ",466,"2019-08-02",False
"Claire","Ice",20,8,2017,"NJ",298,"2017-08-20",False
"Chae","Butter",6,9,2019,"CT",774,"2019-09-06",True
"Claire","Butter",9,2,2019,"CT",413,"2019-02-09",False
"Sam","Jelly",3,8,2019,"CT",305,"2019-08-03",True
"Mia","Dates",2,5,2020,"CT",295,"2020-05-02",True
"Claire","Dates",16,10,2017,"NJ",846,"2017-10-16",True
"Emily","Apple",11,2,2017,"NY",679,"2017-02-11",True
"Chae","Butter",25,5,2018,"CT",636,"2018-05-25",True
"Chae","Dates",19,9,2018,"NJ",113,"2018-09-19",True
"Dan","Ice",4,9,2020,"PA",509,"2020-09-04",False
"Mia","Cherry",2,7,2019,"NJ",239,"2019-07-02",True
"Sam","Ice",17,12,2019,"NJ",712,"2019-12-17",False
"Dan","Apple",9,11,2016,"NJ",382,"2016-11-09",True
"Mia","Grapes",14,10,2018,"PA",58,"2018-10-14",True
"Dan","Fish",1,8,2016,"CT",190,"2016-08-01",False
"Sam","Cherry",22,2,2017,"NJ",284,"2017-02-22",False
"Sam","Eggs",27,7,2018,"CT",522,"2018-07-27",False
"Chae","Jelly",17,12,2020,"NJ",747,"2020-12-17",True
"Sam","Fish",23,6,2017,"CT",344,"2017-06-23",False
"Boo","Eggs",28,9,2019,"PA",429,"2019-09-28",False
"Helen","Ham",2,6,2020,"PA",218,"2020-06-02",True
"Claire","Jelly",29,11,2016,"NJ",750,"2016-11-29",True
"Claire","Eggs",21,3,2016,"CT",257,"2016-03-21",True
"Dan","Jelly",29,1,2016,"PA",200,"2016-01-29",True
"Chae","Ice",28,9,2018,"PA",973,"2018-09-28",False
"Dan","Ice",3,2,2020,"PA",338,"2020-02-03",False
"Boo","Cherry",23,8,2020,"NJ",751,"2020-08-23",True
"Mia","Ice",14,8,2016,"PA",904,"2016-08-14",False
"Dan","Eggs",13,10,2016,"NY",35,"2016-10-13",False
"Claire","Ham",9,9,2016,"NY",265,"2016-09-09",False
"Helen","Fish",12,4,2016,"PA",393,"2016-04-12",False
"Sam","Grapes",18,12,2020,"CT",340,"2020-12-18",True
"Wally","Ice",9,6,2019,"NY",222,"2019-06-09",False
"Chae","Cherry",6,11,2016,"PA",679,"2016-11-06",True
"Sam","Butter",27,7,2019,"NY",820,"2019-07-27",False
"Helen","Apple",12,12,2020,"NJ",834,"2020-12-12",False
"Claire","Butter",29,5,2018,"CT",72,"2018-05-29",False
"Mia","Ice",4,4,2020,"NJ",707,"2020-04-04",False
"Mia","Ham",2,3,2016,"NJ",386,"2016-03-02",True
"Helen","Cherry",6,7,2016,"NJ",596,"2016-07-06",True
"Dan","Eggs",24,4,2016,"NY",664,"2016-04-24",True
"Chae","Jelly",21,10,2020,"NJ",926,"2020-10-21",False
"Emily","Ice",27,10,2017,"NY",152,"2017-10-27",True
"Boo","Jelly",20,1,2016,"NY",516,"2016-01-20",False
"Helen","Ice",9,1,2016,"PA",504,"2016-01-09",False
"Dan","Ice",18,7,2017,"NJ",914,"2017-07-18",True
"Dan","Dates",13,9,2017,"NY",597,"2017-09-13",False
"Boo","Grapes",27,1,2016,"NY",742,"2016-01-27",False
"Helen","Ice",8,8,2017,"CT",686,"2017-08-08",True
"Emily","Apple",15,8,2019,"CT",76,"2019-08-15",False
"Wally","Eggs",8,5,2016,"CT",653,"2016-05-08",False
"Helen","Fish",26,12,2018,"NJ",902,"2018-12-26",False
"Wally","Cherry",27,3,2017,"NJ",813,"2017-03-27",True
"Wally","Fish",24,2,2018,"NJ",679,"2018-02-24",True
"Emily","Apple",21,4,2016,"NY",328,"2016-04-21",True
"Chae","Ice",17,8,2020,"NY",203,"2020-08-17",False
"Mia","Ham",10,1,2020,"PA",607,"2020-01-10",False
"Dan","Ice",16,9,2017,"NJ",861,"2017-09-16",False
"Mia","Fish",31,1,2019,"NY",567,"2019-01-31",False
"Wally","Dates",26,9,2016,"NJ",146,"2016-09-26",True
"Wally","Grapes",14,5,2019,"NY",944,"2019-05-14",False
"Mia","Apple",10,9,2020,"PA",512,"2020-09-10",True
"Emily","Ham",24,3,2018,"PA",860,"2018-03-24",False
"Claire","Ham",13,2,2018,"NY",337,"2018-02-13",True
"Boo","Apple",26,7,2019,"CT",950,"2019-07-26",False
"Mia","Cherry",2,6,2018,"NJ",453,"2018-06-02",True
"Dan","Ice",6,6,2020,"NY",389,"2020-06-06",True
"Sam","Grapes",4,10,2017,"NY",69,"2017-10-04",True
"Boo","Grapes",27,9,2019,"NJ",277,"2019-09-27",True
"Wally","Dates",14,5,2018,"CT",679,"2018-05-14",False
"Boo","Cherry",3,2,2016,"NY",13,"2016-02-03",False
"Emily","Fish",14,2,2020,"NY",361,"2020-02-14",True
"Boo","Ice",10,10,2019,"NJ",11,"2019-10-10",False
"Mia","Apple",17,12,2017,"NY",138,"2017-12-17",True
"Emily","Eggs",14,4,2018,"NJ",557,"2018-04-14",False
"Boo","Apple",5,6,2018,"PA",613,"2018-06-05",False
"Mia","Cherry",11,2,2020,"NY",13,"2020-02-11",False
"Claire","Ham",15,8,2017,"NJ",619,"2017-08-15",True
"Wally","Apple",18,12,2018,"NJ",683,"2018-12-18",False
"Mia","Ice",20,6,2019,"CT",262,"2019-06-20",False
"Helen","Apple",12,7,2020,"NJ",704,"2020-07-12",False
"Claire","Ice",29,7,2019,"NJ",997,"2019-07-29",False
"Sam","Cherry",14,7,2016,"NJ",699,"2016-07-14",False
"Claire","Apple",14,10,2020,"NJ",969,"2020-10-14",False
"Sam","Butter",17,7,2017,"NY",963,"2017-07-17",False
"Sam","Apple",13,2,2018,"NJ",240,"2018-02-13",True
"Emily","Cherry",24,9,2017,"PA",69,"2017-09-24",True
"Emily","Ice",24,8,2020,"NY",5,"2020-08-24",True
"Boo","Ice",18,4,2018,"PA",7,"2018-04-18",False
"Claire","Butter",4,4,2016,"NJ",364,"2016-04-04",True
"Dan","Ham",17,3,2020,"PA",196,"2020-03-17",True
"Claire","Jelly",25,11,2018,"NY",659,"2018-11-25",True
"Sam","Fish",13,9,2016,"CT",361,"2016-09-13",False
"Wally","Apple",17,6,2019,"NY",420,"2019-06-17",False
"Helen","Butter",5,4,2016,"NJ",114,"2016-04-05",True
"Emily","Jelly",5,8,2018,"PA",961,"2018-08-05",False
"Claire","Butter",6,8,2017,"NJ",574,"2017-08-06",True
"Claire","Apple",18,11,2019,"PA",722,"2019-11-18",False
"Sam","Ice",18,11,2018,"PA",764,"2018-11-18",False
"Emily","Grapes",17,3,2019,"CT",757,"2019-03-17",False
"Dan","Cherry",16,10,2018,"NY",191,"2018-10-16",True
"Mia","Apple",24,3,2016,"CT",114,"2016-03-24",True
"Emily","Fish",25,3,2019,"NJ",982,"2019-03-25",True
"Sam","Butter",7,2,2019,"NY",332,"2019-02-07",False
"Dan","Ice",11,12,2019,"NJ",891,"2019-12-11",True
"Chae","Grapes",8,1,2019,"NJ",844,"2019-01-08",False
"Sam","Apple",18,10,2016,"CT",164,"2016-10-18",True
"Dan","Grapes",11,3,2018,"CT",502,"2018-03-11",True
"Helen","Apple",1,4,2016,"NY",862,"2016-04-01",False
"Claire","Fish",5,9,2020,"PA",541,"2020-09-05",False
"Mia","Butter",8,3,2018,"CT",806,"2018-03-08",False
"Wally","Eggs",17,7,2016,"NY",406,"2016-07-17",True
"Boo","Grapes",23,1,2017,"CT",169,"2017-01-23",True
"Wally","Ham",15,8,2019,"NY",34,"2019-08-15",False
"Claire","Ice",18,1,2017,"NJ",973,"2017-01-18",False
"Boo","Fish",15,6,2017,"NJ",365,"2017-06-15",True
"Emily","Grapes",18,9,2018,"NY",614,"2018-09-18",False
"Emily","Butter",13,11,2020,"NY",777,"2020-11-13",True
"Helen","Ham",28,12,2020,"NJ",260,"2020-12-28",True
"Sam","Ham",28,3,2017,"NJ",907,"2017-03-28",True
"Wally","Ham",30,12,2019,"CT",870,"2019-12-30",True
"Claire","Apple",27,6,2017,"NJ",17,"2017-06-27",True
"Boo","Grapes",16,1,2018,"NY",333,"2018-01-16",False
"Helen","Ice",30,1,2019,"NJ",72,"2019-01-30",True
"Claire","Butter",14,12,2020,"NY",387,"2020-12-14",True
"Dan","Eggs",22,5,2016,"NJ",45,"2016-05-22",True
"Claire","Cherry",2,9,2017,"NY",919,"2017-09-02",False
"Emily","Eggs",26,5,2017,"PA",120,"2017-05-26",False
"Dan","Butter",22,4,2020,"CT",133,"2020-04-22",True
"Claire","Eggs",1,3,2017,"CT",827,"2017-03-01",True
"Helen","Cherry",1,1,2019,"CT",274,"2019-01-01",True
"Helen","Dates",28,3,2019,"NY",210,"2019-03-28",True
"Claire","Fish",20,8,2017,"NY",155,"2017-08-20",False
"Dan","Apple",13,12,2019,"NJ",676,"2019-12-13",False
"Helen","Eggs",5,6,2019,"CT",185,"2019-06-05",False
"Sam","Dates",7,12,2017,"CT",996,"2017-12-07",True
"Boo","Butter",18,7,2016,"NY",256,"2016-07-18",False
"Claire","Ice",16,7,2019,"PA",436,"2019-07-16",True
"Helen","Ham",1,12,2020,"NJ",687,"2020-12-01",False
"Claire","Grapes",1,8,2018,"NJ",705,"2018-08-01",False
"Chae","Dates",11,11,2016,"PA",252,"2016-11-11",False
"Sam","Eggs",30,7,2020,"NY",234,"2020-07-30",False
"Dan","Grapes",5,9,2017,"NY",361,"2017-09-05",True
"Emily","Ham",14,6,2017,"PA",412,"2017-06-14",False
"Boo","Grapes",17,5,2019,"PA",687,"2019-05-17",True
"Dan","Dates",6,5,2020,"PA",887,"2020-05-06",True
"Helen","Eggs",31,1,2020,"NJ",736,"2020-01-31",True
"Chae","Fish",27,8,2018,"NY",349,"2018-08-27",True
"Boo","Eggs",12,4,2020,"PA",644,"2020-04-12",True
"Dan","Dates",19,6,2019,"PA",401,"2019-06-19",False
"Claire","Ham",10,11,2018,"CT",328,"2018-11-10",False
"Dan","Jelly",4,2,2016,"PA",842,"2016-02-04",False
"Boo","Fish",17,1,2020,"NJ",454,"2020-01-17",True
"Wally","Dates",28,10,2016,"NY",308,"2016-10-28",False
"Helen","Apple",1,4,2016,"PA",1,"2016-04-01",True
"Emily","Grapes",7,8,2019,"NJ",7,"2019-08-07",False
"Claire","Jelly",5,7,2019,"NJ",15,"2019-07-05",True
"Boo","Ham",21,7,2017,"NJ",805,"2017-07-21",True
"Boo","Ice",19,8,2016,"NY",60,"2016-08-19",False
"Boo","Grapes",15,7,2018,"NJ",593,"2018-07-15",False
"Chae","Ham",27,12,2020,"CT",564,"2020-12-27",True
"Mia","Grapes",22,7,2018,"CT",13,"2018-07-22",True
"Emily","Jelly",27,9,2018,"NJ",561,"2018-09-27",False
"Claire","Apple",10,10,2020,"NY",880,"2020-10-10",False
"Sam","Fish",11,2,2016,"CT",331,"2016-02-11",False
"Claire","Apple",27,3,2019,"CT",460,"2019-03-27",True
"Helen","Jelly",3,2,2020,"NY",582,"2020-02-03",True
"Boo","Apple",25,6,2018,"NJ",732,"2018-06-25",False
"Claire","Ham",4,9,2020,"NJ",298,"2020-09-04",False
"Dan","Ice",7,12,2016,"NY",394,"2016-12-07",False
"Mia","Ice",8,7,2016,"NY",186,"2016-07-08",False
"Emily","Dates",15,10,2017,"NJ",55,"2017-10-15",True
"Wally","Eggs",10,5,2018,"NY",476,"2018-05-10",False
"Sam","Butter",12,7,2018,"NY",863,"2018-07-12",True
"Sam","Apple",24,2,2018,"NY",754,"2018-02-24",True
"Sam","Grapes",30,5,2020,"NY",425,"2020-05-30",True
"Helen","Jelly",9,1,2019,"NY",556,"2019-01-09",False
"Chae","Apple",3,8,2020,"CT",511,"2020-08-03",True
"Dan","Apple",16,12,2016,"CT",473,"2016-12-16",False
"Chae","Fish",24,9,2018,"NJ",638,"2018-09-24",False
"Wally","Eggs",17,1,2016,"NJ",189,"2016-01-17",False
"Emily","Eggs",29,10,2019,"PA",564,"2019-10-29",True
"Wally","Grapes",15,11,2019,"PA",91,"2019-11-15",False
"Boo","Cherry",4,12,2016,"CT",318,"2016-12-04",False
"Boo","Ham",28,1,2020,"CT",749,"2020-01-28",True
"Claire","Fish",30,10,2018,"PA",24,"2018-10-30",True
"Claire","Butter",23,5,2019,"NY",545,"2019-05-23",True
"Emily","Apple",13,4,2020,"NY",151,"2020-04-13",True
"Claire","Butter",11,1,2016,"CT",459,"2016-01-11",False
"Chae","Ice",9,5,2018,"NY",62,"2018-05-09",False
"Mia","Butter",4,4,2016,"CT",972,"2016-04-04",False
"Sam","Cherry",9,8,2017,"PA",240,"2017-08-09",False
"Helen","Fish",1,6,2019,"PA",177,"2019-06-01",True
"Boo","Fish",21,3,2016,"NY",903,"2016-03-21",False
"Helen","Cherry",8,6,2016,"NY",201,"2016-06-08",True
"Mia","Ice",29,3,2016,"CT",223,"2016-03-29",True
"Emily","Cherry",24,3,2019,"PA",295,"2019-03-24",True
"Dan","Cherry",18,12,2018,"PA",660,"2018-12-18",False
"Claire","Dates",19,12,2020,"NY",723,"2020-12-19",False
"Helen","Jelly",22,9,2016,"PA",418,"2016-09-22",True
"Claire","Cherry",24,5,2016,"NY",569,"2016-05-24",False
"Boo","Ice",4,5,2019,"CT",485,"2019-05-04",True
"Wally","Ice",2,7,2017,"NY",877,"2017-07-02",True
"Mia","Eggs",30,10,2020,"PA",562,"2020-10-30",True
"Sam","Grapes",30,1,2017,"NY",737,"2017-01-30",True
"Sam","Dates",25,11,2019,"NJ",410,"2019-11-25",True
"Emily","Eggs",11,1,2019,"CT",903,"2019-01-11",False
"Helen","Butter",8,3,2018,"CT",546,"2018-03-08",True
"Wally","Fish",14,7,2020,"PA",762,"2020-07-14",False
"Boo","Apple",12,6,2018,"CT",141,"2018-06-12",False
"Sam","Ham",15,12,2018,"NJ",198,"2018-12-15",False
"Chae","Ice",11,1,2017,"CT",8,"2017-01-11",False
"Dan","Ham",4,8,2017,"NJ",490,"2017-08-04",True
"Claire","Eggs",28,6,2019,"CT",682,"2019-06-28",True
"Wally","Dates",20,9,2019,"PA",865,"2019-09-20",False
"Emily","Apple",7,3,2019,"CT",259,"2019-03-07",False
"Helen","Fish",17,10,2018,"CT",729,"2018-10-17",False
"Wally","Ice",10,3,2020,"CT",677,"2020-03-10",True
"Emily","Jelly",26,8,2018,"NY",412,"2018-08-26",True
"Dan","Cherry",21,12,2019,"NY",658,"2019-12-21",False
"Chae","Ham",3,3,2017,"NJ",576,"2017-03-03",True
"Chae","Jelly",16,5,2020,"NJ",922,"2020-05-16",False
"Helen","Apple",20,6,2017,"CT",727,"2017-06-20",True
"Helen","Cherry",28,1,2016,"NJ",334,"2016-01-28",True
"Dan","Jelly",13,11,2016,"NJ",435,"2016-11-13",True
"Mia","Ham",2,8,2017,"PA",301,"2017-08-02",True
"Chae","Grapes",22,6,2020,"PA",367,"2020-06-22",True
"Helen","Ice",20,11,2019,"NY",891,"2019-11-20",False
"Boo","Apple",1,9,2020,"NY",105,"2020-09-01",False
"Boo","Cherry",11,5,2017,"PA",652,"2017-05-11",True
"Chae","Fish",27,7,2019,"NJ",114,"2019-07-27",False
"Emily","Eggs",9,7,2018,"CT",237,"2018-07-09",False
"Chae","Fish",4,11,2020,"NJ",768,"2020-11-04",False
"Wally","Butter",29,11,2016,"PA",21,"2016-11-29",False
"Claire","Jelly",8,12,2017,"CT",398,"2017-12-08",False
"Mia","Dates",18,2,2017,"PA",608,"2017-02-18",False
"Claire","Apple",4,12,2020,"PA",92,"2020-12-04",True
"Wally","Cherry",29,4,2018,"NJ",917,"2018-04-29",True
"Claire","Ice",28,3,2016,"NY",714,"2016-03-28",True
"Emily","Butter",15,11,2017,"CT",341,"2017-11-15",False
"Boo","Butter",18,1,2016,"CT",195,"2016-01-18",True
"Claire","Butter",1,1,2017,"PA",526,"2017-01-01",True
"Chae","Ice",13,3,2016,"PA",667,"2016-03-13",True
"Sam","Ice",6,2,2016,"PA",138,"2016-02-06",False
"Mia","Jelly",18,10,2016,"CT",786,"2016-10-18",True
"Claire","Ice",29,12,2017,"PA",617,"2017-12-29",True
"Helen","Eggs",23,6,2016,"CT",476,"2016-06-23",False
"Mia","Apple",27,6,2018,"CT",476,"2018-06-27",False
"Wally","Eggs",18,3,2019,"PA",411,"2019-03-18",True
"Chae","Eggs",16,9,2018,"PA",669,"2018-09-16",True
"Claire","Grapes",3,6,2018,"NJ",130,"2018-06-03",False
"Wally","Jelly",26,11,2016,"PA",802,"2016-11-26",True
"Emily","Butter",15,9,2019,"PA",26,"2019-09-15",False
"Chae","Apple",18,6,2017,"NJ",381,"2017-06-18",False
"Emily","Ice",22,7,2020,"NJ",290,"2020-07-22",False
"Claire","Apple",14,6,2017,"NY",107,"2017-06-14",True
"Wally","Dates",27,10,2017,"NY",775,"2017-10-27",False
"Helen","Dates",1,7,2019,"CT",633,"2019-07-01",False
"Boo","Butter",27,10,2016,"PA",3,"2016-10-27",True
"Dan","Fish",26,11,2018,"NJ",935,"2018-11-26",False
"Emily","Apple",19,8,2018,"CT",863,"2018-08-19",True
"Emily","Cherry",28,10,2018,"NJ",558,"2018-10-28",True
"Mia","Cherry",18,8,2018,"NJ",68,"2018-08-18",True
"Claire","Fish",6,1,2016,"CT",1000,"2016-01-06",False
"Claire","Eggs",25,3,2019,"PA",346,"2019-03-25",True
"Chae","Butter",6,2,2019,"NJ",466,"2019-02-06",True
"Helen","Grapes",27,12,2017,"NJ",790,"2017-12-27",True
"Emily","Dates",27,4,2016,"NY",771,"2016-04-27",False
"Claire","Jelly",23,7,2019,"NY",859,"2019-07-23",False
"Mia","Apple",17,5,2019,"NJ",731,"2019-05-17",True
"Helen","Cherry",25,11,2019,"NY",645,"2019-11-25",True
"Mia","Fish",27,9,2019,"NJ",436,"2019-09-27",True
"Sam","Dates",28,7,2019,"CT",189,"2019-07-28",False
"Wally","Eggs",30,9,2020,"CT",534,"2020-09-30",False
"Chae","Ice",29,11,2017,"NY",152,"2017-11-29",False
"Dan","Eggs",31,1,2016,"CT",193,"2016-01-31",False
"Wally","Eggs",3,8,2020,"NY",822,"2020-08-03",True
"Helen","Dates",18,12,2018,"PA",707,"2018-12-18",True
"Boo","Eggs",31,8,2019,"NY",803,"2019-08-31",True
"Chae","Eggs",6,11,2020,"NY",831,"2020-11-06",False
"Dan","Ice",18,5,2018,"CT",21,"2018-05-18",True
"Chae","Dates",17,8,2018,"CT",945,"2018-08-17",False
"Sam","Dates",16,4,2017,"NY",832,"2017-04-16",True
"Wally","Cherry",15,10,2020,"PA",476,"2020-10-15",True
"Boo","Dates",28,1,2018,"PA",447,"2018-01-28",False
"Mia","Fish",19,7,2019,"NY",245,"2019-07-19",False
"Sam","Dates",10,8,2016,"PA",750,"2016-08-10",True
"Chae","Eggs",4,6,2020,"PA",584,"2020-06-04",False
"Wally","Eggs",8,9,2016,"NJ",705,"2016-09-08",False
"Wally","Cherry",2,8,2017,"NJ",825,"2017-08-02",True
"Wally","Cherry",11,1,2019,"PA",675,"2019-01-11",False
"Boo","Butter",6,2,2016,"PA",827,"2016-02-06",False
"Sam","Eggs",17,7,2018,"NJ",980,"2018-07-17",True
"Wally","Ham",6,4,2016,"PA",757,"2016-04-06",True
"Wally","Ice",3,6,2016,"NJ",252,"2016-06-03",True
"Chae","Dates",2,9,2017,"PA",81,"2017-09-02",False
"Emily","Butter",19,1,2020,"NJ",682,"2020-01-19",True
"Mia","Butter",3,10,2019,"PA",548,"2019-10-03",False
"Helen","Eggs",2,4,2017,"NJ",375,"2017-04-02",True
